claim_admin,regime,threshold,recall,precision,f1,alert_rate,value_detection_rate,cost_per_txn_gbp,saving_vs_default_pct
0.0,uk_regulatory,0.4,0.7774193548387097,0.8972449739389426,0.8330452817144832,0.0303221873518322,0.7308880742968417,0.8751552421389773,-0.6645201971391119
25.0,uk_regulatory,0.3958333333333333,0.7864516129032258,0.8826937002172339,0.83179802115319,0.031180149466031475,0.7438823878565796,1.056999491834045,1.5303132080612873
45.0,uk_regulatory,0.3958333333333333,0.7864516129032258,0.8826937002172339,0.83179802115319,0.031180149466031475,0.7438823878565796,1.206465523307708,2.4419982207218913
75.0,uk_regulatory,0.22535211267605634,0.8183870967741935,0.8247724317295189,0.8215673575129534,0.03472488767469689,0.7793382313293509,1.36847510008336,7.6305024976841525
120.0,uk_regulatory,0.16964285714285715,0.8416129032258064,0.7433048433048433,0.789409984871407,0.03962430290578221,0.8072903382099514,1.6495116277955542,10.779796667939138
