app_uplift,regime,threshold,recall,precision,f1,alert_rate,value_detection_rate,cost_per_txn_gbp,saving_vs_default_pct
1.0,uk_regulatory,0.3958333333333333,0.7864516129032258,0.8826937002172339,0.83179802115319,0.031180149466031475,0.7438823878565796,1.206465523307708,2.4419982207218913
5.0,uk_regulatory,0.08695652173913043,0.867741935483871,0.6292397660818714,0.7294915254237289,0.04826036892370911,0.8414111407943973,2.69350296095956,23.179108848026267
10.0,uk_regulatory,0.038348082595870206,0.8945161290322581,0.46628552211198926,0.6130208909030618,0.06713553543609312,0.8711362480838633,4.296899023222042,32.259169940874656
20.0,uk_regulatory,0.035578144853875476,0.9096774193548387,0.3761504601840736,0.5322261017269039,0.08463344697568355,0.8915799103906804,6.664090658703214,44.54452700320179
