auc_pr,auc_pr_lift,roc_auc,threshold,precision,recall,f1,accuracy,cost_per_txn_gbp,weight_logistic,weight_random_forest,weight_xgboost,intercept,best_single_model_auc_pr,beats_best_single_model
0.8713580640502216,24.89891613861185,0.9619880510592309,0.03260431693083878,0.8013698630136986,0.8303225806451613,0.8155893536121673,0.9868596328825269,1.174799585427997,-0.20406241367627742,-0.922013133940055,9.668590113121455,-4.976696739956028,0.8685674799571768,True
