regime,threshold,cost_per_txn_mean,cost_per_txn_ci_lo,cost_per_txn_ci_hi
literature,0.060126582278481014,0.984182397546482,0.893715909287535,1.0932296334144176
uk_regulatory,0.3958333333333333,1.2051025682182053,1.1254607803864063,1.2881624513229457
uk_statutory_cap,0.0010097610232245036,36.54571395994672,32.645431916190645,42.31879699035922
