fp_cost,regime,threshold,recall,precision,f1,alert_rate,value_detection_rate,cost_per_txn_gbp,saving_vs_default_pct
10.0,uk_regulatory,0.08695652173913043,0.867741935483871,0.6292397660818714,0.7294915254237289,0.04826036892370911,0.8414112300898643,0.9533559392896047,18.814493424372138
25.0,uk_regulatory,0.22535211267605634,0.8183870967741935,0.8247724317295189,0.8215673575129534,0.03472488767469689,0.7793382313293509,1.1169567329207308,7.820270729599766
35.0,uk_regulatory,0.3958333333333333,0.7864516129032258,0.8826937002172339,0.83179802115319,0.031180149466031475,0.7438823878565796,1.206465523307708,2.4419982207218913
50.0,uk_regulatory,0.4,0.7774193548387097,0.8972449739389426,0.8330452817144832,0.0303221873518322,0.7308880742968417,1.2724142789636144,0.13135129953589653
75.0,uk_regulatory,0.4,0.7774193548387097,0.8972449739389426,0.8330452817144832,0.0303221873518322,0.7308880742968417,1.3503082077527588,-1.0362312547288932
100.0,uk_regulatory,0.4,0.7774193548387097,0.8972449739389426,0.8330452817144832,0.0303221873518322,0.7308880742968417,1.4282021365419035,-2.0996926125544575
120.0,uk_regulatory,0.5833333333333334,0.7445161290322581,0.9424254797876684,0.8318615966840872,0.02764670023255289,0.6968513092937609,1.4196078568964108,2.010066344905587
