regime,model,threshold,precision,recall,alert_rate,cost_per_txn_gbp,saving_vs_default_pct
literature,Logistic Regression,0.05009107468123861,0.18301773626938567,0.6890322580645162,0.13175362940552257,2.441806453513113,29.82528845818836
literature,Random Forest,0.0748663101604278,0.36804060289141804,0.7719354838709678,0.07340091666478517,1.7015743093102378,31.439719861624646
literature,XGBoost,0.060126582278481014,0.5475475475475475,0.882258064516129,0.056388431058228536,0.9848103952925682,23.88771155987993
uk_regulatory,Logistic Regression,0.23214285714285715,0.5145210229735587,0.3829032258064516,0.02604366575602267,2.9263686353082066,4.096018932024092
uk_regulatory,Random Forest,0.3593073593073593,0.716015625,0.5912903225806452,0.0288997764782913,2.0540897127585995,8.084233433148631
uk_regulatory,XGBoost,0.3958333333333333,0.8826937002172339,0.7864516129032258,0.031180149466031475,1.206465523307708,2.4419982207218913
uk_statutory_cap,Logistic Regression,0.0,0.03499582307918087,1.0,1.0,34.05511277686212,98.48407660583271
uk_statutory_cap,Random Forest,0.0016493485073396008,0.042642336370026325,0.9980645161290322,0.8190941726310086,33.482614978212276,97.75065560314958
uk_statutory_cap,XGBoost,0.0010097610232245036,0.039715965998099595,0.997741935483871,0.8791628096001445,36.544884965342845,94.73466687700551
