imbalance_method,auc_pr,roc_auc,precision,recall,wall_seconds
class_weight,0.6694624156096601,0.9264729707646662,0.8133086876155268,0.5583756345177665,388.0
borderline_smote,0.6646248026017592,0.933900274017694,0.8181818181818182,0.5368020304568528,484.7
smote,0.656514512140693,0.9342977937145424,0.8231827111984283,0.5317258883248731,447.6
