fp_cost,regime,threshold,recall,precision,f1,alert_rate,value_detection_rate,cost_per_txn_gbp,saving_vs_default_pct
10.0,uk_regulatory,0.1076923076923077,0.8551612903225806,0.6726719106825679,0.7530180372106234,0.04448985121130704,0.8350596508890402,0.9492878303796767,20.640106294408366
25.0,uk_regulatory,0.11458333333333333,0.8419354838709677,0.7262103505843072,0.7798028084852107,0.04057257682147614,0.821013318617477,1.1271208853982264,8.707044903793776
35.0,uk_regulatory,0.375,0.7893548387096774,0.8761188686000716,0.8304768369251655,0.03153010769682328,0.7556459563663663,1.187424460679016,5.778341005803636
50.0,uk_regulatory,0.375,0.7893548387096774,0.8761188686000716,0.8304768369251655,0.03153010769682328,0.7556459563663663,1.246014241898677,4.055678483835527
75.0,uk_regulatory,0.5,0.762258064516129,0.9123552123552123,0.8305799648506151,0.029238445733896275,0.7140594965698824,1.3627496527892324,0.0
100.0,uk_regulatory,0.5,0.762258064516129,0.9123552123552123,0.8305799648506151,0.029238445733896275,0.7140594965698824,1.426814586974507,0.0
120.0,uk_regulatory,0.6491228070175439,0.743225806451613,0.9294070189592578,0.8259544721276214,0.027985369488157864,0.6948088956728925,1.471500077753299,0.44425987713987825
