app_uplift,regime,threshold,recall,precision,f1,alert_rate,value_detection_rate,cost_per_txn_gbp,saving_vs_default_pct
1.0,uk_regulatory,0.375,0.7893548387096774,0.8761188686000716,0.8304768369251655,0.03153010769682328,0.7556459563663663,1.187424460679016,5.778341005803636
5.0,uk_regulatory,0.1076923076923077,0.8551612903225806,0.6726719106825679,0.7530180372106234,0.04448985121130704,0.8350597345841996,2.6579561669113096,25.987840734515547
10.0,uk_regulatory,0.09523809523809523,0.8670967741935484,0.5914191419141914,0.7032047089601047,0.05130839222415389,0.8447209622231542,4.350383108881074,33.12235586889578
20.0,uk_regulatory,0.04288702928870293,0.9087096774193548,0.38951880530973454,0.5452961672473867,0.08164186855117292,0.8917173522453326,6.556220030919721,46.837783500917624
