auc_pr,auc_pr_lift,roc_auc,threshold,precision,recall,f1,accuracy,cost_per_txn_gbp,weight_logistic,weight_random_forest,weight_xgboost,intercept,best_single_model_auc_pr,beats_best_single_model
0.8736931767875465,24.965641608449822,0.9664707472842802,0.055,0.8309114927344782,0.8116129032258065,0.8211488250652742,0.9876272831952315,1.1689566003312988,-0.3753318811577932,-0.8724256354024446,9.764103172255465,-4.959075040845978,0.867028000735173,True
