regime,threshold,cost_per_txn_mean,cost_per_txn_ci_lo,cost_per_txn_ci_hi
literature,0.1076923076923077,0.9660313639847623,0.8657388594064361,1.0762258627090056
uk_regulatory,0.375,1.1850912020184865,1.1083307612378583,1.2646733298226551
uk_statutory_cap,0.0,34.05564069449775,34.02415248018785,34.08530344765302
