max_depth,learning_rate,subsample,colsample_bytree,auc_pr_val_cal
4,0.1,0.8,0.8,0.5978361853737947
5,0.1,0.6,1.0,0.6265630074134124
4,0.02,0.8,1.0,0.5001057157979233
6,0.1,1.0,1.0,0.6587187796061488
6,0.02,1.0,0.8,0.5596802498803222
6,0.05,0.6,1.0,0.6176237745847862
8,0.08,0.8,1.0,0.6752182529909376
6,0.05,0.8,0.6,0.621234866474608
4,0.08,1.0,0.6,0.5762143899463582
8,0.1,0.6,0.8,0.6627523445071789
4,0.1,1.0,0.8,0.5965138346650788
4,0.1,0.8,1.0,0.5971401784824948
