model,strategy,threshold,target_met,auc_pr,auc_pr_lift,roc_auc,precision,recall,f1,accuracy,alert_rate,value_detection_rate,cost_per_txn_gbp,saving_vs_default_pct
Logistic Regression,default_0.5,0.5,,0.43545839601311376,12.443153430849563,0.8624317305812732,0.8586956521739131,0.2293548387096774,0.3620162932790224,0.9717098281817976,0.009347271454697343,0.15308473437328116,3.0500819877431633,0.0
Logistic Regression,cost_optimal,0.31,,0.43545839601311376,12.443153430849563,0.8624317305812732,0.5901992460958535,0.3535483870967742,0.4422029453298366,0.9687859836084081,0.020963626921948024,0.2684681863223373,2.908571577885852,4.639560852002504
Logistic Regression,f1_optimal,0.193007281713202,,0.43545839601311376,12.443153430849563,0.8624317305812732,0.4556113902847571,0.43870967741935485,0.44700082169268696,0.9620125984963085,0.03369759093269513,0.37210291313545113,2.9284709782614105,3.9871390333259957
Logistic Regression,youden_j,0.04054054054054054,,0.43545839601311376,12.443153430849563,0.8624317305812732,0.13754602684404324,0.7470967741935484,0.23232019259705086,0.8272109457903412,0.1900837641958863,0.7605662535073421,6.833252588607326,-124.0350461419377
Logistic Regression,elkan_closed_form,0.2779317269250646,,0.43545839601311376,12.443153430849563,0.8624317305812732,0.563936063936064,0.3641935483870968,0.44257154057232456,0.9678941545686482,0.022600528324038745,0.2818653049075656,2.911737059358106,4.535777364051198
Logistic Regression,precision_target_90,0.7441805365199705,True,0.43545839601311376,12.443153430849563,0.8624317305812732,0.8933333333333333,0.17290322580645162,0.2897297297297297,0.9703325732090041,0.006773385112099524,0.10859565931280632,3.192906191621961,-4.682634907938239
Logistic Regression,recall_target_90,0.011216566005176877,True,0.43545839601311376,12.443153430849563,0.8624317305812732,0.05567497025294592,0.9358064516129032,0.1050972720356483,0.4422794698697252,0.5882233410850963,0.949379075274254,19.90784404521167,-552.6986528628371
Logistic Regression,example_dependent,,,0.43545839601311376,12.443153430849563,0.8624317305812732,0.5395421436004162,0.3345161290322581,0.4129828753484667,0.9667201011492177,0.02169741030909214,0.40143991112324356,2.7112120571187424,11.1101908731037
Random Forest,default_0.5,0.5,,0.6593195924932025,18.839951013623505,0.9273128751497202,0.8342077649527807,0.5129032258064516,0.6352377147423093,0.9793863313088438,0.02151678670610282,0.4352537658678047,2.186495462697154,0.0
Random Forest,cost_optimal,0.24778761061946902,,0.6593195924932025,18.839951013623505,0.9273128751497202,0.695880149812734,0.5993548387096774,0.6440207972270364,0.976812444966246,0.03014156374884288,0.5381695843777429,2.0607871240275015,5.74930709047001
Random Forest,f1_optimal,0.27871962082975915,,0.6593195924932025,18.839951013623505,0.9273128751497202,0.7613586237318042,0.5567741935483871,0.6431898639836034,0.9783816125172157,0.025592106748549368,0.4834296450477615,2.1204070556427825,3.0225723392468486
Random Forest,youden_j,0.05918057663125948,,0.6593195924932025,18.839951013623505,0.9273128751497202,0.29371651242084756,0.7780645161290323,0.42644978783592646,0.9267571289878305,0.09270506423426882,0.765945440258363,3.336005747214645,-52.57318408058855
Random Forest,elkan_closed_form,0.2779317269250646,,0.6593195924932025,18.839951013623505,0.9273128751497202,0.7613586237318042,0.5567741935483871,0.6431898639836034,0.9783816125172157,0.025592106748549368,0.4834296450477615,2.1204070556427825,3.0225723392468486
Random Forest,precision_target_90,0.6951291630387537,True,0.6593195924932025,18.839951013623505,0.9273128751497202,0.9266198282591726,0.3829032258064516,0.5418854142889751,0.977343026800027,0.014461177214332483,0.29207908238003244,2.5589012067434194,-17.032084008392314
Random Forest,recall_target_90,0.01278409090909091,True,0.6593195924932025,18.839951013623505,0.9273128751497202,0.11122172666454284,0.9009677419354839,0.19800085070182902,0.744575647422727,0.28348874489173875,0.8929778032274082,9.444862470045251,-331.9635064961228
