regime,model,threshold,precision,recall,alert_rate,cost_per_txn_gbp,saving_vs_default_pct
literature,Logistic Regression,0.11694152923538231,0.2972420837589377,0.5632258064516129,0.06631144024745433,2.487596953144777,29.03492008051141
literature,Random Forest,0.08239700374531835,0.34110107777454124,0.7554838709677419,0.07751010363279222,1.7010613101832104,29.920650714141367
literature,XGBoost,0.1076923076923077,0.6726719106825679,0.8551612903225806,0.04448985121130704,0.967562588126087,26.94904151253107
uk_regulatory,Logistic Regression,0.31,0.5901992460958535,0.3535483870967742,0.020963626921948024,2.908571577885852,4.639560852002504
uk_regulatory,Random Forest,0.24778761061946902,0.695880149812734,0.5993548387096774,0.03014156374884288,2.0607871240275015,5.74930709047001
uk_regulatory,XGBoost,0.375,0.8761188686000716,0.7893548387096774,0.03153010769682328,1.187424460679016,5.778341005803636
uk_statutory_cap,Logistic Regression,0.0,0.03499582307918087,1.0,1.0,34.05511277686212,98.51450290605506
uk_statutory_cap,Random Forest,0.0009633911368015414,0.037288013191627646,0.9993548387096775,0.9379219254476079,33.80211555395001,97.66754628554212
uk_statutory_cap,XGBoost,0.0,0.03499582307918087,1.0,1.0,34.05511277686212,95.18656294949906
